supplier_id,supplier_name,country,city,industry_type
S951,Theta Gamma Industries,USA,Philadelphia,Chemicals
S952,Lion Advanced Systems,Brazil,Belo Horizonte,Food & Beverage
S953,Professional Premium Global,India,Delhi,Furniture
S954,Star Dynamic Group,USA,San Antonio,Automotive
S955,First Excel Trading,Canada,Toronto,Aerospace
S956,Sustainable Lion Ltd,France,Montpellier,Manufacturing
S957,Earth Orion Inc,Germany,Leipzig,Mining
S958,Vision Alpha Group,Canada,Winnipeg,Steel & Metals
S959,Prime Lion Corp,Canada,Calgary,Apparel
S960,River Eco Manufacturing,South Korea,Incheon,Rubber
S961,Quality Sun Co,France,Toulouse,Sports Equipment
S962,First Reliable Technologies,Brazil,Porto Alegre,Wood & Paper
S963,Universal Digital Corp,Germany,Cologne,Mining
S964,Premium Advanced Global,France,Montpellier,Textiles
S965,Pacific Mountain Global,Australia,Newcastle,Pharmaceuticals
S966,Future Advanced Co,Mexico,Monterrey,Toys
S967,Central Eagle Technologies,Australia,Newcastle,Food & Beverage
S968,Moon National Ventures,Taiwan,Keelung,Software
S969,Elite Quantum Manufacturing,Taiwan,Taipei,Pharmaceuticals
S970,Gamma Valley Systems,Canada,Vancouver,Agriculture
S971,Star Omega Ltd,Mexico,León,Apparel
S972,Trusted Orion Trading,USA,Phoenix,Toys
S973,National Vision Co,Australia,Newcastle,Aerospace
S974,Innovative Quality Corp,Vietnam,Thu Dau Mot,Mining
S975,Sigma Continental Supply,Italy,Bologna,Furniture
S976,Trusted Superior Global,UK,Manchester,Apparel
S977,Pegasus Tiger Systems,Italy,Naples,Mining
S978,Continental Quantum Distributors,South Korea,Changwon,Manufacturing
S979,Pegasus Future Systems,Italy,Palermo,Steel & Metals
S980,Phoenix Continental Co,Vietnam,Thu Dau Mot,Construction
S981,Superior Standard Ltd,Italy,Naples,Steel & Metals
S982,Premium River Corp,Australia,Brisbane,Semiconductors
S983,Zeta Dragon Technologies,Italy,Bologna,Agriculture
S984,Trusted Eta Group,USA,Houston,Hardware
S985,Earth Federal Enterprises,Vietnam,Hue,Automotive
S986,Continental Pacific Global,India,Delhi,Aerospace
S987,Lion Beta Manufacturing,Japan,Tokyo,Chemicals
S988,Quality Orion Systems,Taiwan,Changhua,Automotive
S989,Elite Central International,Australia,Sydney,Aerospace
S990,United Pegasus Supply,Japan,Osaka,Aerospace
S991,Central Creative Technologies,Australia,Gold Coast,Renewable Energy
S992,Sun Federal Corp,Canada,Hamilton,Food & Beverage
S993,Gamma Professional Industries,Vietnam,Ho Chi Minh City,Sports Equipment
S994,Alpha Epsilon Distributors,India,Bangalore,Food & Beverage
S995,New Apollo Trading,India,Mumbai,Telecom
S996,Standard Universal Industries,China,Guangzhou,Semiconductors
S997,Valley Earth Enterprises,France,Marseille,Textiles
S998,Smart Advanced Supply,UK,Bristol,Semiconductors
S999,Pacific Mountain Technologies,Taiwan,Taipei,Oil & Gas
S1000,Innovative Lion Manufacturing,Canada,Hamilton,Semiconductors
